species_id;sex;hindfoot_length;weight
DM;F;34;47
PB;M;25;27
OT;F;20;28
PM;M;21;18
PM;F;20;22
PB;M;27;29
NL;M;30;165
PM;F;21;24
PM;M;20;14
PM;M;21;11
PM;M;20;21
OT;F;20;24
PB;M;26;37
PB;M;25;26
PB;F;27;35
PB;M;26;24
OT;F;20;20
PB;F;25;28
PB;M;26;24
PB;F;26;27
DM;F;36;37
DM;M;35;39
DM;M;37;47
DM;M;35;46
DM;F;36;43
DM;M;35;36
OT;M;20;19
PM;F;19;23
OT;M;21;27
PM;F;20;20
PM;M;22;22
PB;M;27;35
OT;F;21;22
OT;M;20;22
OT;M;20;24
DM;F;35;41
PB;M;27;38
DO;M;38;54
DO;F;36;47
PB;F;25;24
DM;M;26;38
DM;F;34;41
DM;F;35;39
DM;M;34;43
PM;M;20;20
PB;M;27;35
DO;M;36;45
DO;M;35;53
DM;M;35;37
DM;F;33;41
DM;F;35;43
DM;M;37;40
PB;F;27;32
PB;M;26;25
PB;F;26;29
PB;F;25;32
OT;F;20;26
DM;F;36;45
DM;F;34;36
PB;M;25;25
OT;M;20;19
OT;F;19;21
DO;M;34;56
DO;F;33;51
DM;M;35;38
OT;F;20;23
DO;M;37;58
DM;M;36;46
DM;F;35;34
DS;F;51;112
DO;M;35;52
DO;M;32;42
OT;F;19;23
PB;F;26;27
PM;M;20;13
DM;F;36;42
DO;F;36;55
OT;M;21;25
DM;F;36;34
DO;F;33;46
DM;F;36;46
DO;M;35;56
DM;M;35;46
DM;M;36;39
DM;M;35;40
DM;M;36;47
PB;M;26;29
DM;M;34;38
DM;M;34;39
DM;M;35;35
DM;M;36;42
DM;M;34;44
DM;M;36;49
DM;F;34;42
DM;F;36;38
DM;M;36;33
DM;F;35;41
DO;M;35;52
PB;M;24;21
OT;F;21;26
PB;F;25;34
OT;M;21;27
PB;M;26;43
PB;F;25;32
PB;F;25;27
PB;F;24;31
PB;F;25;27
PB;M;25;28
PB;F;25;30
RM;M;17;8
OT;M;19;24
RM;F;17;13
OT;M;19;25
DM;M;36;45
PB;F;25;32
DM;M;36;47
OT;M;20;27
PB;F;26;29
PB;M;25;45
PB;F;25;33
PB;M;26;30
DM;M;36;45
DM;M;35;36
PB;F;26;29
DM;F;35;43
DM;M;36;51
PB;F;27;28
PM;F;20;18
PM;M;21;23
NL;M;32;164
PM;M;21;22
PB;M;26;28
PB;F;27;26
PB;F;26;35
PB;M;26;30
OT;M;20;24
PB;M;26;41
OT;M;20;22
PB;F;26;31
PB;F;26;28
DM;F;35;38
DM;M;37;43
DM;M;36;40
DM;F;35;46
DM;M;37;48
DM;M;36;48
DM;M;35;38
DM;F;35;46
OT;F;20;20
PM;M;21;26
PE;F;19;27
RM;M;17;11
OT;M;20;24
PB;M;27;39
OT;F;21;29
OT;M;20;27
OT;F;21;23
DO;M;34;44
DM;M;35;42
DM;M;35;39
OT;F;20;26
DO;M;35;50
OT;M;20;27
DO;M;37;59
DM;M;36;37
DM;F;35;44
DM;F;36;40
DM;M;38;44
PM;M;21;25
DM;F;35;43
DO;M;36;49
DM;M;36;39
DM;F;36;47
DM;M;38;42
OT;F;20;25
DM;M;34;55
DM;M;36;48
PB;F;26;33
OT;F;20;28
PB;M;25;27
PB;M;26;31
DM;F;34;41
DM;F;36;45
PB;M;25;26
PM;F;20;24
DM;F;34;39
DO;M;34;57
DM;M;36;47
DO;F;35;43
OT;F;20;23
OT;M;20;27
OT;F;21;31
DM;F;34;36
DS;F;53;119
NL;F;31;165
DM;M;35;37
DM;M;37;38
DM;F;37;48
DM;F;35;39
DM;F;35;45
DM;M;37;37
DM;M;36;33
DM;M;37;39
DO;M;36;61
DO;F;35;54
PB;F;25;31
OT;F;21;28
PB;F;26;29
PB;F;26;33
PB;F;26;31
OT;F;20;26
PB;M;25;22
OT;F;20;27
RM;M;17;10
DM;M;36;37
DM;F;35;39
DM;M;36;37
DM;F;35;42
DM;M;36;46
DM;F;35;46
DM;F;35;40
DM;M;36;45
PM;F;20;24
OT;M;20;22
PB;F;26;31
PB;F;27;30
PB;F;26;32
DM;M;37;44
OT;M;20;29
OT;F;20;27
DM;F;35;45
PB;F;26;28
DM;M;35;38
PB;F;27;29
PM;M;22;29
PM;M;20;23
PM;M;20;23
PB;F;26;28
PB;M;26;40
PB;M;25;28
PB;F;25;32
PB;F;26;30
PB;F;27;36
DM;F;35;39
DM;M;37;51
DM;M;36;47
DM;M;37;44
DM;M;35;41
DM;M;35;40
OT;M;19;28
OT;F;21;31
PB;M;25;40
DM;M;37;41
DM;M;36;43
DM;F;35;44
DM;M;36;47
DM;F;35;42
DM;F;36;40
OT;F;20;21
DM;M;37;55
DM;M;37;45
DM;F;37;48
DO;M;35;45
DM;F;36;42
DM;M;36;38
DM;M;37;40
OT;F;20;28
OT;M;20;25
DM;M;37;49
PB;F;26;33
PB;F;25;29
DM;F;36;39
PB;F;26;33
DM;M;34;50
DM;M;37;48
DM;F;37;50
OT;F;20;25
DM;M;37;50
DM;M;35;41
DM;M;36;59
DM;F;36;45
PM;M;21;27
PM;M;22;24
RM;M;16;29
DM;F;33;41
DM;F;35;52
DM;M;35;52
DO;M;36;55
DO;F;33;53
DO;M;36;50
OT;M;20;22
OT;M;20;26
DO;F;34;46
DO;F;35;51
OT;F;20;25
PE;M;20;18
DM;M;36;44
DM;M;37;47
DS;F;51;136
NL;F;34;162
RM;M;17;11
DM;F;35;41
OT;M;20;27
DM;F;36;46
DM;M;36;38
DO;M;35;61
DM;F;36;41
DM;M;37;46
DM;M;38;41
DM;M;36;39
PB;F;26;27
PB;F;25;30
PB;F;26;29
PB;F;25;34
PB;F;25;32
PM;M;20;29
PB;F;25;33
OT;F;20;25
PB;F;25;22
PM;F;20;20
OT;M;20;24
DM;F;33;40
DO;M;35;57
DM;M;35;46
DM;F;36;46
DM;F;36;46
DM;F;36;39
DM;M;36;41
DM;M;35;44
DM;M;35;36
DM;F;35;42
NL;M;34;212
DM;M;35;40
DM;M;37;48
OT;M;20;25
PB;F;27;29
OT;F;29;20
DM;F;33;46
PB;F;26;31
OT;M;20;27
PB;F;27;30
PB;F;27;31
PB;F;25;33
RM;M;16;8
PB;F;25;33
OT;F;19;21
RM;M;16;9
OT;M;20;21
PM;F;32;25
PP;M;21;15
RM;M;15;9
PB;F;26;32
PB;M;26;29
RM;M;15;13
OT;M;19;27
PB;F;26;29
PB;M;26;43
PB;F;26;35
DM;F;36;45
DM;M;36;50
DM;M;35;37
DM;F;36;42
DM;M;37;45
OT;M;20;22
DM;M;35;40
DM;F;35;41
DM;F;36;43
DM;M;36;48
OT;F;20;21
OT;F;20;33
PB;M;26;45
OT;M;20;29
PM;M;21;21
OT;F;21;23
PM;M;20;26
DO;F;36;53
OT;M;20;25
DM;M;36;42
DM;F;35;41
OT;F;20;23
DM;M;36;43
DM;M;36;41
DM;M;37;45
DM;M;37;52
DM;M;35;41
DM;M;35;53
DO;F;37;54
DM;M;33;43
DO;F;37;60
DM;F;34;40
DM;M;37;40
DO;M;36;46
DM;F;36;43
DO;F;37;59
DM;M;35;40
PB;F;25;32
PB;F;27;33
OT;M;19;26
DM;F;37;49
DM;F;37;44
PB;F;26;30
PB;F;26;36
OT;F;20;27
DM;F;36;41
DM;F;35;44
RM;M;15;11
PM;F;20;31
PM;M;20;23
DM;M;38;58
DM;F;34;49
DM;F;35;48
DM;M;36;40
DM;M;37;46
PE;F;20;24
OT;M;19;25
DM;F;33;41
DM;F;37;38
DM;F;33;44
DM;M;36;47
DO;F;36;57
DO;F;33;54
DM;F;37;46
DO;F;36;65
DM;M;35;51
DO;M;34;57
DS;F;50;140
DM;M;37;50
DO;F;34;49
RM;M;18;13
PM;M;20;24
PM;F;20;24
NL;F;30;168
PM;M;20;17
DM;F;36;52
DM;M;37;47
OT;M;20;23
DM;F;35;45
DM;M;35;46
DO;M;34;62
DM;F;36;42
DM;M;37;53
DM;M;38;46
DM;M;36;42
PB;F;26;27
DM;F;35;41
PB;F;27;34
PB;F;25;27
OT;M;20;23
PB;F;26;29
PB;F;26;33
PB;F;25;31
DM;M;21;25
PB;F;26;32
PM;M;20;22
RM;M;18;10
RM;M;18;8
RM;F;17;11
PB;F;25;24
PB;F;25;33
RM;M;18;11
DM;M;37;47
DM;F;35;39
DM;F;34;41
DO;M;35;56
OT;M;20;27
DM;M;36;39
DM;F;36;47
OT;F;20;26
DM;M;38;44
RM;M;17;9
PM;F;20;25
RM;F;17;10
PB;F;26;33
PB;F;26;32
DM;M;34;45
PB;F;25;33
DM;M;36;50
PB;M;27;29
DM;M;36;47
PB;F;27;29
DM;F;34;46
PB;F;26;31
DM;F;36;45
DM;M;37;50
PB;M;26;35
DM;M;35;39
PM;F;19;22
OT;M;19;24
PB;M;26;28
PB;F;26;30
PB;M;27;47
PB;M;26;28
OT;M;19;25
PB;F;26;34
OT;F;20;24
PB;M;26;44
DM;M;37;48
DM;M;35;50
OT;M;20;23
DM;F;35;39
DM;F;36;46
DM;M;37;45
DM;M;36;42
DM;M;35;45
DM;M;35;38
DM;M;39;49
DM;F;36;42
DM;F;35;42
PB;M;27;49
DM;F;37;46
OT;F;21;22
DM;M;33;33
OT;M;21;28
OT;F;21;29
PM;M;20;20
RM;M;17;10
DM;M;37;40
DM;F;34;47
DO;F;35;49
DM;M;37;48
DM;F;38;45
DM;M;36;42
DO;F;38;54
DM;F;35;47
DM;M;36;49
DM;M;38;53
DO;M;34;47
DM;M;36;42
OT;F;21;24
DM;F;35;40
DO;F;36;52
DM;F;35;51
DO;M;34;32
PB;F;25;25
PB;M;27;41
PB;F;26;35
PB;F;25;30
PB;F;26;33
DM;F;37;42
DM;M;36;54
OT;F;19;30
DM;M;36;49
DM;M;37;49
DM;F;37;44
DM;M;37;53
DM;F;37;46
OT;M;20;24
DM;F;36;48
DM;M;38;56
PM;M;20;25
DM;M;37;47
PM;M;20;12
PE;F;19;24
DO;F;36;63
OT;F;20;28
PM;M;20;23
DM;F;36;46
OT;M;18;27
DM;F;35;43
DM;F;37;40
PM;M;21;22
RM;F;18;9
DM;M;36;51
PM;F;20;23
NL;F;32;153
DM;M;36;27
DO;F;34;52
DS;F;52;153
PB;F;26;28
DM;F;36;45
DO;F;34;49
DM;M;37;48
DM;M;37;41
DO;M;36;50
DM;F;36;44
NL;F;32;182
OT;M;20;26
DM;M;36;46
OT;F;20;26
DM;F;36;45
DM;M;35;49
DM;M;38;53
PB;M;27;42
DM;M;36;47
PB;F;27;33
PB;F;26;34
PB;F;36;30
PB;F;26;31
PB;F;25;35
RM;M;18;10
PB;F;25;22
OT;M;21;27
DO;M;35;52
DM;F;34;41
DM;M;37;48
OT;F;20;25
DM;M;36;43
DM;F;35;46
DM;F;35;41
RM;F;17;10
PM;F;20;27
RM;F;18;11
RM;M;18;9
DM;M;36;51
DM;M;35;48
PB;F;25;35
PB;F;26;32
PB;F;26;30
DM;M;37;48
DM;M;36;46
PB;F;27;30
DM;F;36;47
PB;M;27;44
DM;F;34;47
PB;F;26;30
DM;M;37;50
PB;M;30;34
DM;M;37;50
DM;M;35;38
PM;F;17;24
RM;M;16;12
PM;M;20;21
PB;M;27;41
PB;F;27;35
OT;F;19;25
PB;M;26;27
PB;F;27;32
PM;M;26;22
DM;F;36;47
DM;M;37;48
DM;F;36;40
DM;M;34;50
DM;F;36;46
DM;M;35;45
DM;F;34;42
OT;F;20;26
DM;M;38;51
OT;F;21;30
PB;M;27;48
DM;F;37;42
OT;F;20;25
DM;M;36;45
DM;F;36;45
DM;M;37;46
DM;F;34;43
DO;M;37;39
DO;M;37;58
DO;M;34;37
DO;M;35;34
PP;M;23;18
PP;M;21;13
DM;F;37;46
DM;M;37;46
DM;F;36;45
DM;M;36;52
DM;M;37;52
DM;F;36;45
PB;F;26;34
OT;F;20;26
PB;F;25;32
DM;M;36;52
PB;F;26;36
OT;F;19;35
DM;F;36;47
DM;F;34;42
PB;M;25;26
PM;F;21;28
DM;M;37;57
PM;M;21;24
DM;M;34;47
OT;M;19;24
DM;M;36;49
PM;M;19;29
DM;M;34;45
RM;M;15;8
DM;F;35;41
DM;F;37;41
DO;F;37;73
DO;F;36;34
DO;M;35;46
DM;M;37;48
DO;M;36;51
DS;M;48;87
DM;F;36;31
NL;M;34;220
DS;F;51;131
PP;M;23;22
DO;F;34;47
PP;F;22;14
DM;M;37;44
DM;M;37;47
DM;M;37;46
DM;F;37;41
PB;M;26;29
DM;M;37;43
DO;M;34;58
OT;F;20;25
OT;M;19;23
NL;F;32;190
DM;M;38;43
DM;F;32;44
OT;M;19;25
PB;F;26;35
PB;F;27;27
PB;F;24;32
PB;F;26;35
PB;F;25;34
PM;M;21;21
PB;F;24;26
PM;F;20;21
PB;F;26;32
DM;F;34;40
DM;M;34;19
DM;F;36;46
OT;F;20;27
DM;M;36;42
DM;M;37;47
DM;F;34;39
DM;M;37;43
PP;M;22;19
DM;M;36;44
PB;F;27;31
PB;M;27;38
PB;M;26;36
PB;F;26;32
DM;F;34;29
PB;F;26;35
PB;F;26;33
DM;M;37;33
PB;F;26;34
PB;M;25;32
DM;F;33;34
DM;M;34;45
DM;M;37;47
DM;F;37;44
PP;F;21;17
PM;M;21;21
PM;F;20;23
PB;F;26;32
PB;F;26;35
PB;M;25;17
PB;F;26;33
PB;F;25;18
PB;F;26;28
PP;F;22;16
PB;M;26;37
DO;M;34;36
PB;M;26;26
PB;F;26;28
PB;M;26;36
DM;M;37;47
DM;F;37;43
DM;M;38;47
DM;M;36;48
DM;M;36;45
DM;F;35;46
DM;M;35;30
DM;F;35;43
DM;F;36;45
DM;M;35;45
PP;F;22;15
PP;M;19;12
OT;F;20;22
OT;M;20;27
OT;M;20;25
OT;F;21;27
PM;M;20;21
PP;M;21;17
DM;F;36;40
DM;M;36;40
DO;M;36;37
DO;M;34;34
DO;M;35;42
DM;F;35;44
DO;M;37;52
DM;M;35;42
DM;M;39;45
DM;M;37;41
OT;M;19;23
PP;M;23;20
DM;F;37;45
DM;M;38;49
DM;F;36;42
DO;M;36;39
PB;F;26;25
DO;F;35;53
DO;M;36;38
OT;F;20;29
DO;M;36;44
DO;M;37;56
DM;F;36;39
PB;F;26;36
PB;F;26;30
PB;F;26;43
OT;F;20;26
DM;F;37;45
DM;M;38;49
DM;F;37;46
DM;M;36;22
DM;F;35;41
PB;F;24;38
RM;M;16;9
PM;F;19;23
DM;F;34;47
DM;M;37;55
PM;M;21;24
DM;M;38;45
DO;M;37;37
PP;F;23;18
DM;F;35;41
DM;F;36;47
DM;F;35;41
PM;F;20;21
DO;M;38;40
PB;F;26;18
NL;F;33;154
DS;M;50;96
PP;M;22;14
PB;F;26;24
PP;M;22;29
DM;M;37;46
DM;F;35;38
PP;F;22;16
DM;M;36;44
DM;F;36;47
OT;F;20;30
DM;F;37;35
PB;F;26;30
PM;M;20;20
PB;F;25;37
OT;F;21;37
PP;F;22;15
PB;F;26;46
PB;F;26;28
PP;F;22;17
PB;M;26;19
PB;F;26;33
DM;F;37;45
DM;M;36;26
DO;M;35;36
PP;F;22;19
DM;F;36;43
DM;F;35;41
DM;F;34;44
PP;M;20;19
PP;M;22;22
PP;M;22;19
PP;M;22;17
PB;F;26;38
PB;F;26;32
PB;F;27;30
DM;F;35;37
DM;M;35;37
DM;F;38;46
DM;F;35;48
DM;M;37;51
OT;F;19;35
PB;F;26;31
PB;M;26;30
PB;F;26;31
DM;M;37;47
PM;M;21;23
OT;F;20;34
PB;F;26;21
PB;F;27;43
PB;F;26;37
PB;F;27;35
PP;F;22;16
PB;M;25;19
PB;F;26;17
PP;F;22;16
PB;F;27;28
PB;M;27;36
OT;F;20;29
DM;M;37;39
DM;M;34;39
DM;F;36;46
PM;M;21;23
DM;M;37;43
PB;M;25;16
OT;M;20;30
PP;M;20;13
PB;M;27;43
OT;F;21;24
DO;M;37;40
DM;M;36;42
DM;F;34;43
DO;M;36;30
DM;M;37;42
DM;M;35;26
DO;M;35;34
DM;F;37;43
DM;M;37;47
DM;M;36;27
DM;M;36;37
DO;M;35;41
DM;M;37;53
DO;M;38;53
DO;M;34;38
PB;F;25;29
DM;M;39;47
PP;F;20;12
DO;M;36;37
DO;F;36;49
DM;M;35;25
OT;F;20;27
PB;F;26;34
OT;F;20;27
OT;M;19;23
PB;F;26;36
OT;M;20;28
PB;F;26;35
DM;M;34;21
DM;F;35;44
DM;F;37;49
PP;F;22;14
PP;M;22;17
PP;F;22;16
PP;M;22;19
PP;F;20;15
PP;M;21;17
RM;M;17;10
PP;M;22;19
PE;F;21;25
PP;F;21;20
OT;F;20;29
DM;M;36;44
DM;F;36;45
DM;M;33;29
DM;M;38;57
DM;F;37;44
PM;M;20;20
DO;F;38;55
DM;M;37;49
PP;F;22;18
PP;M;21;19
DO;M;38;41
DM;F;34;42
PB;F;25;25
DS;M;49;102
OT;F;21;32
DM;F;36;44
DM;F;37;36
DM;F;36;45
PB;F;26;32
DM;M;37;47
DO;M;36;57
DM;M;21;22
NL;F;33;168
PP;M;23;16
PB;F;26;35
PB;F;26;21
PB;F;25;42
PB;F;25;20
PB;M;26;40
PB;M;26;16
PB;F;26;29
PB;F;26;27
PB;F;26;36
PB;F;26;34
PP;F;21;18
PB;F;27;24
PB;F;26;22
PB;M;24;19
PB;M;25;19
PB;F;24;16
PB;F;24;17
PB;F;26;35
PP;M;22;16
DM;F;35;46
DM;F;35;41
OT;M;20;28
DM;M;36;31
PP;F;21;20
DM;F;34;44
DO;M;34;36
DM;F;35;42
PP;F;21;15
PP;F;20;9
RM;M;16;9
PP;M;21;19
PP;M;20;18
PB;F;25;39
DM;F;36;39
PB;M;26;33
PB;F;25;37
PB;F;26;29
DM;M;37;40
DM;M;35;37
DM;F;33;43
DM;M;37;46
PB;F;25;30
DM;M;37;53
PM;M;19;19
PE;M;19;24
PM;M;19;15
PP;M;22;12
PP;F;20;19
PP;M;21;11
PB;F;26;36
PB;F;26;30
PB;F;27;26
PB;M;26;24
PB;F;26;21
PB;M;27;38
PB;F;26;24
PB;F;26;18
DM;F;35;43
OT;F;20;28
DM;F;35;53
PB;M;24;22
DM;M;36;49
DM;M;35;29
PB;F;26;18
PM;F;20;18
OT;F;22;36
DM;F;34;45
DO;M;36;41
DM;M;36;44
OT;M;20;27
DM;F;37;46
DM;M;36;34
DO;M;36;36
DM;M;37;43
PP;M;23;21
DM;F;34;44
DM;M;36;48
DO;M;35;44
DO;M;37;53
DO;M;36;38
PP;F;19;14
PB;M;25;29
DO;F;35;48
PB;F;26;34
PB;M;28;24
PB;M;27;21
PB;F;25;34
DM;F;36;50
PP;M;21;11
PP;F;21;10
PM;M;22;24
DM;M;37;58
OT;F;20;27
OT;M;21;30
PP;F;21;18
PP;F;21;16
PP;M;21;16
PP;F;21;21
NL;M;35;227
PP;F;22;18
NL;F;33;200
PP;F;22;20
NL;F;32;203
PB;F;27;43
PB;M;27;38
PB;F;26;41
PP;F;21;28
PP;F;22;16
NL;F;33;189
PP;F;23;26
PB;F;26;38
NL;F;32;164
PB;F;26;29
PB;M;26;23
PB;F;26;31
PP;F;22;20
DM;M;36;50
PP;F;21;18
OT;F;20;34
PB;F;25;37
DM;M;37;54
DM;M;36;48
PP;F;20;17
PP;F;21;18
PP;F;22;22
PP;F;21;24
PB;M;27;45
DO;M;34;59
PP;F;22;17
PP;M;22;19
PP;F;22;17
PB;F;26;22
NL;F;32;194
DM;M;36;41
DM;F;35;46
DM;M;36;41
DM;M;36;38
DM;F;36;42
PP;F;21;20
PP;M;20;19
PP;F;20;19
PB;F;26;32
PB;F;25;38
PB;F;26;39
PB;F;25;30
PB;F;25;34
PB;M;26;38
PB;F;27;32
PB;F;26;33
PB;M;27;45
PP;F;22;21
DM;M;38;48
DO;F;35;46
DM;M;36;48
PB;F;27;36
PB;F;25;21
OT;F;20;29
PB;F;25;39
PE;F;21;29
PB;F;25;22
PB;M;26;26
PB;M;26;24
OT;M;21;14
PP;M;20;7
PP;F;21;9
PP;M;21;4
OT;M;20;23
PB;F;25;31
PP;M;22;14
PP;M;21;13
PP;M;21;18
DM;F;35;49
PP;M;21;21
DM;M;33;57
OT;F;19;26
DM;F;35;55
DM;F;34;41
DM;M;35;51
DM;M;36;51
DO;M;35;35
PP;F;19;13
DO;F;35;59
PP;F;19;16
PP;M;21;21
DO;M;33;30
PB;M;26;48
OT;F;20;29
PB;F;26;35
OT;M;21;22
DM;M;33;46
DM;M;37;53
DM;M;33;34
PP;F;22;24
PP;F;22;22
PP;F;22;19
PP;F;21;17
PE;F;20;34
PP;F;21;21
PB;F;26;22
PP;F;22;17
PP;F;21;17
OT;F;22;32
DO;M;34;47
PP;M;23;12
PB;M;27;38
PP;M;21;15
PP;F;22;12
PP;F;22;13
NL;F;33;195
SH;M;26;49
PP;F;22;18
PP;M;22;18
PP;M;20;12
OT;M;20;21
OT;F;20;27
PB;F;26;41
PB;F;25;37
PB;F;26;44
PB;M;28;50
PB;F;25;35
PP;F;22;18
OT;M;21;19
PB;F;25;35
PB;F;27;34
OT;M;20;27
PB;M;26;47
PB;F;25;32
PB;F;27;34
OT;M;20;28
DM;M;35;31
PP;M;22;15
PP;F;21;20
DO;M;37;49
DM;M;36;48
DM;M;38;49
PP;F;22;16
PP;F;21;14
OT;M;20;25
PP;F;22;17
PB;M;27;35
PB;M;26;37
PP;M;22;17
PB;F;25;35
PP;M;22;13
PB;M;26;21
PP;M;21;10
PB;M;26;28
PB;F;25;37
PB;F;26;34
PB;F;25;29
PP;M;22;18
NL;F;32;165
PB;M;26;23
PB;F;25;30
PB;F;25;29
PB;M;25;35
PP;M;21;13
PP;M;22;15
PP;M;21;14
PP;M;22;16
PP;M;21;14
PP;M;22;17
PP;M;21;16
OT;F;20;22
PP;M;20;16
PB;F;24;31
OT;F;20;24
PP;M;20;11
PP;F;21;17
DM;M;36;62
DM;M;37;55
OT;M;21;25
PP;M;22;18
DM;M;36;51
DM;M;36;55
DM;M;34;27
DM;F;34;61
PP;M;22;18
PB;M;26;39
DM;F;34;45
DM;F;34;40
PP;F;21;18
DM;M;36;51
DM;M;31;19
DO;M;33;46
OT;M;19;11
PP;F;22;18
PB;M;25;26
PP;F;22;12
PB;F;24;20
PP;F;21;15
PP;M;22;16
PP;M;20;12
PB;F;24;36
PB;F;26;26
PB;M;26;47
OT;F;21;33
PP;M;22;19
DM;M;35;45
DM;M;36;53
DM;M;35;39
DM;M;36;49
DM;F;35;45
OT;M;20;23
PP;M;21;13
PP;F;21;16
PP;F;21;15
PP;F;22;18
PP;F;21;21
PP;F;21;17
PB;F;27;31
PB;M;26;29
PP;M;23;17
PP;F;22;18
DO;F;36;69
DO;M;34;53
PP;M;21;18
RM;M;18;11
NL;F;33;131
PB;M;27;38
PP;F;23;22
PB;M;26;41
PP;M;20;14
PP;M;20;14
PP;M;22;19
DO;M;35;54
DO;F;35;47
PP;M;23;23
PB;F;26;37
PB;F;25;34
PB;F;26;36
OT;M;19;16
PB;F;25;33
PB;F;24;33
PB;F;27;31
PB;M;24;21
PB;M;25;29
PB;F;27;32
DO;F;35;54
DM;M;35;41
PP;M;21;16
OT;M;20;24
PP;F;20;16
PB;M;25;38
PP;F;21;17
SH;F;27;59
PB;M;23;26
PB;M;24;28
PP;F;21;15
PB;M;26;39
PP;M;20;16
OT;M;20;19
PB;M;23;24
PB;F;25;34
PB;F;26;40
PB;M;27;32
DM;M;34;45
PB;F;26;40
PB;M;24;28
PB;M;26;36
RM;F;16;20
PB;F;25;29
PP;M;21;12
PB;F;27;28
PB;F;26;28
PB;M;26;29
PP;M;21;16
PP;M;21;14
PB;M;24;26
PB;M;24;19
PB;M;24;18
PP;M;21;16
PP;M;20;14
OT;F;19;20
PB;F;26;30
DM;M;34;24
PP;M;20;13
OT;F;19;24
PP;M;19;16
PP;F;21;17
DM;M;34;42
DM;M;35;34
DM;M;36;42
PP;M;21;13
DM;M;35;50
DM;M;37;41
DM;M;35;49
PP;F;21;15
PB;F;25;32
PP;F;20;14
PP;F;21;18
OT;M;19;18
PB;M;24;34
PB;M;26;28
PP;M;19;14
PB;F;25;33
DM;M;36;42
PP;F;20;13
DM;M;34;27
PP;F;21;13
PP;M;21;16
PP;F;20;17
PP;F;21;18
PP;F;20;13
RM;F;16;14
PP;F;22;17
DO;M;35;53
PP;F;21;17
DM;M;36;50
PP;M;20;16
PB;M;26;27
PP;F;22;15
PP;M;23;19
DO;M;35;41
PB;M;25;24
PB;F;25;24
PP;M;21;17
DO;M;36;52
NL;F;30;137
DO;F;35;54
NL;F;33;181
NL;M;34;265
PB;M;26;27
DO;F;32;54
PP;M;24;18
DM;M;36;60
DO;M;36;42
DO;M;35;55
DO;M;36;63
PB;M;25;26
PP;M;21;14
OT;F;20;25
PB;F;25;34
PB;F;26;36
PB;M;25;23
PB;F;25;22
PB;F;25;22
PB;M;26;38
PB;F;26;33
PB;F;26;32
DM;M;37;52
DM;F;34;43
PP;M;22;16
DO;F;35;54
PB;M;26;31
PP;F;22;17
PB;M;25;24
PB;M;26;42
NL;F;35;174
PB;F;25;24
PP;M;20;13
PB;F;25;32
PP;M;22;14
PB;M;27;38
DM;M;38;56
PB;F;26;35
PB;M;26;36
PB;F;26;34
PB;M;26;22
DM;F;34;28
PB;F;25;29
RM;M;17;13
OT;F;20;25
PB;F;25;29
PB;M;26;36
PB;F;26;30
PB;F;26;28
PP;M;22;17
PB;M;27;52
DM;M;34;45
PB;M;25;30
SH;M;30;72
PB;M;26;30
PP;M;23;17
PB;M;24;24
OT;F;20;20
OT;M;20;27
PP;M;23;21
PP;M;22;16
PP;M;22;19
PB;F;25;31
PP;M;19;15
DM;M;35;43
DM;M;35;44
DO;M;35;51
DM;M;35;44
PP;M;21;16
DM;F;33;54
PP;F;21;16
DM;M;34;50
DM;M;36;43
DM;M;35;27
DM;F;34;46
DM;M;35;52
RM;F;15;16
DM;M;36;43
PP;F;21;16
PP;M;23;16
PB;M;26;24
PP;F;19;17
PB;M;24;37
PP;F;22;15
DO;M;36;49
PB;F;25;29
OT;M;20;24
PP;F;21;13
OT;M;19;22
PB;M;26;32
PB;M;25;30
PB;M;25;31
PB;F;24;28
PP;M;19;13
DM;M;34;41
PP;M;19;16
DM;M;35;37
PP;F;21;16
OT;F;20;19
PP;M;21;16
PP;F;20;14
PM;F;20;30
RM;F;15;19
PP;F;22;19
PP;M;24;19
PP;F;22;18
PB;F;26;35
PB;F;25;27
DO;F;35;48
DO;F;36;65
OT;F;21;29
DM;F;37;46
DM;M;36;50
DO;F;34;49
DO;M;35;59
PP;F;23;24
PB;M;26;30
PB;M;26;46
PB;F;25;29
PB;F;26;42
PP;M;22;18
PP;F;22;17
DO;F;36;52
PP;M;22;18
DO;M;37;54
PP;M;22;17
NL;F;33;185
NL;F;31;144
PP;M;19;15
PB;M;27;43
PB;M;25;24
DM;F;36;47
DO;M;33;54
PB;M;26;33
DM;F;33;33
PP;M;22;17
DO;F;35;56
PP;M;22;22
PB;F;25;35
PB;F;25;23
PB;F;26;34
PB;M;26;21
PB;F;25;30
PB;M;24;24
PB;F;27;30
DM;F;34;42
DO;F;35;54
PP;F;22;16
DM;M;34;36
PB;M;26;38
PB;M;25;26
PP;F;22;17
PB;M;26;47
PP;M;22;19
PB;M;25;23
PB;F;25;32
PB;M;26;43
PB;F;24;24
DM;F;35;32
PP;F;23;23
PB;M;26;36
DM;M;36;57
PB;M;27;31
PB;F;26;39
DM;F;34;42
PB;F;25;24
PB;F;26;29
PB;M;25;24
PB;M;26;38
PB;M;26;30
PB;F;27;32
PB;F;26;38
PB;M;27;20
OT;M;19;25
PB;M;27;51
PP;M;20;18
PB;F;27;38
PB;M;26;39
PB;F;24;26
OT;M;21;26
PB;F;28;33
PB;F;23;31
DM;F;38;42
PB;F;25;27
PB;M;25;42
